eventid,iyear,imonth,iday,extended,provstate,city,latitude,longitude,location,summary,multiple,success,suicide,attacktype1_txt,targtype1_txt,targsubtype1_txt,corp1,target1,new_target,natlty1_txt,gname,,motive,claimmode_txt,weaptype1_txt,weapsubtype1_txt,,weapdetail,nkill,nwound,nkillter,nwoundte,property,propextent,propextent_txt,propvalue,propcomment
2.02E+11,2018,11,26,0,Mudug,Galkayo,6.774396,47.429032,,"11/26/2018: A suicide bomber detonated an explosives-laden vehicle at the gates of a Sufi shrine that also serves as the residence of Sheikh Abdiweli Elmi in Galkayo, Mudug, Somalia. Following the blast, four additional assailants entered the compound and opened fire. At least 22 people, including Sheikh Elmi and four assailants, were killed and 21 people, including an assailant, were injured in the attack. Al-Shabaab claimed responsibility for the incident and stated that the Sheikh was targeted for allegedly disrespecting the Prophet Mohammad.",0,1,1,Bombing/Explosion,Religious Figures/Institutions,Religious Figure,Unknown,House of Sufi Cleric: Sheikh Abdiweli Elmi,House of Sufi Cleric: Sheikh Abdiweli Elmi,Somalia,Al-Shabaab,,Al-Shabaab claimed responsibility for the incident and stated that Sheikh Abdiweli Elmiand was targeted for allegedly disrespecting the Prophet Mohammad.,Unknown,Explosives,Suicide Vehicle,Suicide Vehicle,,22,21,4,1,1,3,Minor (likely < $1 million),-99,Buildings in a compound were damaged in this attack.
2.02E+11,2019,3,2,0,Banaadir,Mogadishu,2.059818,45.326114,The incident occurred in the Warta Nabada neighborhood.,"03/02/2019: Assailants launched mortars at the Presidential Palace in Warta Nabada, Mogadishu, Banaadir, Somalia. There were no reported casualties in the attack. This was one of three coordinated attacks targeting government buildings in Mogadishu on this day. Al-Shabaab claimed responsibility for the incidents.",1,1,0,Bombing/Explosion,Government (General),Politician or Political Party Movement/Meeting/Rally,House of the People,Vehicle of Speaker: Abdiweli Sheikh Ibrahim Mudey,House of the People Vehicle of Speaker: Abdiweli Sheikh Ibrahim Mudey,Somalia,Al-Shabaab,,,E-mail,Explosives,"Projectile (rockets, mortars, RPGs, etc.)","Projectile (rockets, mortars, RPGs, etc.)",Mortars,0,0,0,0,1,4,Unknown,-99,Several government offices were damaged in the attack.
2.02E+11,2018,5,28,0,Banaadir,Mogadishu,2.059818,45.326114,The incident occurred near the Shaqaalaha Junction in the Waberi neighborhood of the city,"05/28/2018: Assailants opened fire on the vehicle of Omar Dhalahow in Waberi, Mogadishu, Somalia. Dhalahow, a parliamentary staffer, was killed and another person was injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",0,1,0,Armed Assault,Government (General),Government Personnel,House of the People,Vehicle of Treasury Department Employee: Omar Dhalahow,House of the People Vehicle of Treasury Department Employee: Omar Dhalahow,Somalia,Al-Shabaab,,,,Firearms,Automatic or Semi-Automatic Rifle,Automatic or Semi-Automatic Rifle,,1,1,0,0,1,3,Minor (likely < $1 million),-99,A vehicle was damaged in this attack.
2.01E+11,2008,7,12,0,Hiiraan,Beledweyne,4.73538,45.2024,,"07/12/2008: On Saturday at an unknown time, in Beled Weyne, Hiiran, Somalia, UIC members set fire to two aid trucks that were bringing food and water to Ethiopian troops. Four people were killed in the fire.",0,1,0,Facility/Infrastructure Attack,NGO,,,The target was two aid trucks.,Humanitarian Aid Truck,Ethiopia,Islamic Courts Union (ICU),,The specific motive for the attack is unknown.,,Incendiary,Arson/Fire,Arson/Fire,The exact weapon type is unknown.,4,0,0,0,1,2,Major (likely >= $1 million but < $1 billion),,Two aid trucks were completely destroyed.
2.01E+11,2014,10,21,0,Shabeellaha Hoose,Ceel Wareegow,1.777622,44.46062,,"10/21/2014: Assailants opened fire on a humanitarian aid truck near Ceel Wareegow, Lower Shebelle region, Somalia. The driver of the truck was killed and another person was wounded in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",0,1,0,Armed Assault,NGO,,Unknown,Humanitarian Aid Truck,Humanitarian Aid Truck,Somalia,Al-Shabaab,,,,Firearms,Unknown Gun Type,Unknown Gun Type,,1,1,0,0,1,3,Minor (likely < $1 million),-99,A vehicle was damaged in this attack.
1.99E+11,1994,8,25,1,Banaadir,Mogadishu,2.059819,45.326115,,,0,1,0,Hostage Taking (Kidnapping),NGO,International NGO,U/I humanitarian organization,administrator Mario Brusi,Humanitarian organization administrator: Mario Brusi,International,Unknown,,,,Unknown,,0,,4,1,,,0,,,,
2.01E+11,2008,6,16,0,Galguduud,El Dher district,4.051783,47.046204,,"06/16/2008: On Monday, in Ceel Dheere, Galguduud, Somalia, armed assailants kidnapped one humanitarian. No group claimed responsibility, although the victim had reportedly previously received threats from the assailants.",0,1,0,Hostage Taking (Kidnapping),Private Citizens & Property,Laborer (General)/Occupation Identified,,A humanitarian worker,Humanitarian worker,Somalia,Unknown,,The specific motive for the attack is unknown.,,Unknown,,0,It is unknown if weapons were used in the attack.,0,0,0,0,-9,4,Unknown,,It Is unknown if the attack caused any property damage.
2.02E+11,2020,5,25,0,Baay,Qansax Dheere,2.868764,43.0053,,"05/25/2020: Assailants opened fire on an airplane carrying humanitarian supplies in Qansax Dheere, Bay, Somalia. There were no reported casualties, but the plane was damaged in the attack. No group claimed responsibility for the incident; however, sources suspected the involvement of Al-Shabaab.",0,1,0,Armed Assault,Airports & Aircraft,Aircraft (not at an airport),Unknown,Humaniterian Airplane,Humaniterian Airplane,Somalia,Al-Shabaab,,"The specific motive is unknown; however, sources noted that the targeted aircraft was carrying medical supplies related to the COVID-19 response.",,Firearms,Unknown Gun Type,Unknown Gun Type,,0,0,0,0,1,3,Minor (likely < $1 million),-99,Humanitarian aircraft damaged
2.01E+11,2014,10,12,0,Banaadir,Mogadishu,2.059818,45.326114,,"10/12/2014: Assailants fired five mortar shells into Huriwa district, Mogadishu city, Banaadir region, Somalia. The outcome of the attack was unknown. No group claimed responsibility; however, sources attributed the incident to Al-Shabaab.",0,1,0,Bombing/Explosion,Private Citizens & Property,Village/City/Town/Suburb,Huriwa District,District,Huriwa District,Somalia,Al-Shabaab,,,,Explosives,"Projectile (rockets, mortars, RPGs, etc.)","Projectile (rockets, mortars, RPGs, etc.)",Five mortar shells were used in the attack.,0,0,0,0,-9,,,,It is unknown if any property was damaged in this attack.
2.01E+11,2013,9,9,0,Banaadir,Mogadishu,2.059818,45.326114,The incident occurred in the Yaaqshiid neighborhood of the city.,"09/09/2013: Assailants fired mortar shells targeting the district commissioner's building on a Somali Federal Government military base in Yaqshid district, Mogadishu city, Banaadir region, Somalia. There were no reported casualties resulting from the ensuing clash. This was one of two similar attacks on military bases in the city on the same night. No group claimed responsibility for the incidents; however, sources attributed the attacks to Al-Shabaab.",1,1,0,Bombing/Explosion,Government (General),Politician or Political Party Movement/Meeting/Rally,Huriwa District,Commissioner: Omar Abdulle Jacfan,Huriwa District Commissioner: Omar Abdulle Jacfan,Somalia,Al-Shabaab,,,,Explosives,"Projectile (rockets, mortars, RPGs, etc.)","Projectile (rockets, mortars, RPGs, etc.)",Multiple mortar rounds were used in the attack.,0,0,0,0,-9,,,,It is unknown if a building was damaged in this attack.
2.01E+11,2013,11,23,0,Banaadir,Mogadishu,2.059818,45.326114,Incident occurred in Suqa Holaha area,"11/23/2013: Assailants opened fire on Hassan Tifow Mohamed in Suqa Holaha neighborhood, Mogadishu city, Banaadir province, Somalia. Mohamed, a chief judge in the Huriwa District Courts, was killed in the assault. No group claimed responsibility; however, sources attributed the attack to Al-Shabaab.",0,1,0,Assassination,Government (General),Judge/Attorney/Court,Huriwa District Courts,Chief Judge: Hassan Tifow Mohamed,Huriwa District Courts Chief Judge: Hassan Tifow Mohamed,Somalia,Al-Shabaab,,,,Firearms,Unknown Gun Type,Unknown Gun Type,,1,0,0,0,0,,,,
2.01E+11,2012,10,12,0,Banaadir,Mogadishu,2.059818,45.326114,Suuqa-Holaha neighborhood in norther Mogadishu,"10/12/2012: Assailants threw two grenades at the Huriwaa district commissioner's vehicle in Mogadishu city, Banaadir region, Somalia. The commissioner, Omar Abdulle Ja'fan, was unhurt; however, one of his bodyguards was injured by the blast. No group claimed responsibility for the incident, but Ja'fan attributed it to Al-Shabaab.",0,0,0,Assassination,Government (General),Government Personnel,Government of Huriwa,Vehicle of District Commissioner: Omar Abdulle Jafan,Huriwa Vehicle of District Commissioner: Omar Abdulle Jafan,Somalia,Al-Shabaab,,,,Explosives,Grenade,Grenade,,0,1,0,0,1,3,Minor (likely < $1 million),-99,A vehicles windows and tires were damaged in this attack.
2.02E+11,2018,1,10,0,Banaadir,Mogadishu,2.059818,45.326114,The incident occurred in the Huriwa neighborhood of the city.,"01/10/2018: An explosive device detonated targeting the vehicle of Abshir Karan in Huriwa neighborhood, Mogadishu, Somalia. Karan, the deputy district commissioner, was not harmed in the blast. No group claimed responsibility for the attack.",0,0,0,Assassination,Government (General),Government Personnel,Huriwaa District,Deputy Administrator: Abshir Karan,Huriwaa District Deputy Administrator: Abshir Karan,Somalia,Unknown,,,,Explosives,Unknown Explosive Type,Unknown Explosive Type,A roadside bomb was used in the attack.,0,0,0,0,0,,,,
2.01E+11,2014,7,14,0,Banaadir,Mogadishu,2.059818,45.326114,The incident occurred in the Huriwa neighborhood of the city.,"07/14/2014: Assailants launched rocket propelled grenades at a police station in Huriwa neighborhood, Mogadishu city, Banaadir region, Somalia. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",0,1,0,Armed Assault,Police,"Police Building (headquarters, station, school)",Somali Police Force (SPF),District Police Station,Huriwaa Police Station,Somalia,Al-Shabaab,,,,Explosives,"Projectile (rockets, mortars, RPGs, etc.)","Projectile (rockets, mortars, RPGs, etc.)",Rocket Propelled grenades were used in the attack.,,,,,1,3,Minor (likely < $1 million),-99,A police station was damaged during this attack.
2.02E+11,2016,8,26,0,Banaadir,Mogadishu,2.085211,45.402806,The incident occurred in the Suuqa Xoolaha area of the Heliwa neighborhood.,"08/26/2016: Assailants threw a grenade at the local deputy commissioner and the district Somali Police Force (SPF) chief in Suuqa Xoolaha neighborhood, Mogadishu, Somalia. Neither the deputy commissioner nor the police chief were harmed, but at least two people were injured in the blast. Al-Shabaab claimed responsibility for the attack.",0,0,0,Assassination,Government (General),Government Personnel,Government of Huruwaa,Deputy Commissioner,Huruwaa Deputy Commissioner,Somalia,Al-Shabaab,,,Personal claim,Explosives,Grenade,Grenade,,2,0,0,0,-9,,,,
2.00E+11,1997,8,14,0,Galguduud,Dhiil,4.897913,46.577893,,,0,1,0,Armed Assault,Terrorists/Non-State Militia,Terrorist,Hussein Aideed militia,Convoy,Hussein Aideed militia Convoy,Somalia,Rahanwein Resistance Army (RRA),,,,Firearms,Unknown Gun Type,Unknown Gun Type,Firearm,30,0,,,1,,,,
2.00E+11,1997,8,27,0,Baay,Baydhaba,3.115641,43.64658,,,0,1,0,Unknown,Private Citizens & Property,"Public Area (garden, parking lot, garage, beach, public building, camp)",Hussein Aidid faction,Camp,Hussein Aidid faction Camp,Somalia,Rahanwein Resistance Army (RRA),,,,Unknown,,0,,17,29,,,1,,,,
2.00E+11,1997,9,24,0,Baay,Baydhaba,3.115641,43.64658,,,0,1,0,Unknown,Private Citizens & Property,"Public Area (garden, parking lot, garage, beach, public building, camp)",Hussein Aidid faction,Camp,Hussein Aidid faction Camp,Somalia,Rahanwein Resistance Army (RRA),,,,Unknown,,0,,14,17,,,1,,,,
2.00E+11,1997,11,11,0,Bakool,Bakol,4.346389,43.549722,,,0,1,0,Unknown,Terrorists/Non-State Militia,Terrorist,Hussein Aidid faction,Militia,Hussein Aidid faction Militia,Somalia,Rahanwein Resistance Army (RRA),,,,Unknown,,0,,12,23,,,1,,,,
2.00E+11,1997,12,29,0,Bakool,Xuddur,4.120602,43.890526,,,0,1,0,Armed Assault,Terrorists/Non-State Militia,Terrorist,Hussein Aidid faction,Militia,Hussein Aidid faction Militia,Somalia,Rahanwein Resistance Army (RRA),,,,Firearms,Unknown Gun Type,Unknown Gun Type,Firearm,25,35,,,1,,,,
2.00E+11,1997,11,6,0,Bakool,Xuddur,4.123091,43.890845,,,0,1,0,Armed Assault,Terrorists/Non-State Militia,Terrorist,Hussein Aidid faction,Militia base,Hussein Aidid faction Militia base,Somalia,Rahanwein Resistance Army (RRA),,,,Firearms,Unknown Gun Type,Unknown Gun Type,Firearm,11,17,,,1,,,,
2.01E+11,2011,7,13,1,Baay,Baydhaba,3.115641,43.64658,,"07/13/2011: On Wednesday, in Baidoa, Bay, Somalia, unidentified militants by unknown means kidnapped an aid worker, Abdirizzack Muhammad, who worked for the International Committee of the Red Cross. No casualties were reported and the status of the hostage is unknown. No group claimed responsibility, but the militant group al-Shabaab was thought to be responsible.",0,1,0,Hostage Taking (Kidnapping),NGO,International NGO,International Committee of the Red Cross,"Abdirizzack Muhammad, employee",ICRC  employee: Abdirizzack Muhammad,Somalia,Al-Shabaab,,The specific motive for the attack is unknown.,,Unknown,,0,It is unknown if weapons were used in the attack.,0,0,0,0,0,,,,
2.01E+11,2012,4,3,0,Gedo,Unknown,3.503922,42.236243,The event occurred on the road between El Wak and El Adde in the Gedo region.,"04/03/2012: Assailants detonated explosives near a Red Cross food aid convoy in Gedo region, Somalia. One truck driver was killed in the attack. There was no claim of responsibility for this attack; however, military officials attributed it to Al-Shabaab.",0,1,0,Bombing/Explosion,NGO,International NGO,International Committee of the Red Cross (ICRC),Food Aid Vehicles,ICRC Food Aid Vehicles,International,Al-Shabaab,,"The specific motive is unknown; however, sources noted that Al-Shabaab had previously banned the International Committee of the Red Cross (ICRC) from distributing food in areas that it controlled and had accused the group of distributing expired food.",,Explosives,Landmine,Landmine,,1,0,0,0,1,3,Minor (likely < $1 million),-99,Several trucks were damaged in this attack.
2.02E+11,2018,5,2,1,Banaadir,Mogadishu,2.059818,45.326114,The incident occurred in the Wadajir neighborhood of the city,"05/02/2018: Assailants abducted Sonja Nientiet, a German International Committee of the Red Cross (ICRC) nurse, from a compound in Wadajir, Mogadishu, Somalia. The outcome of the kidnapping is unknown. No group claimed responsibility for the incident; however, sources suspected the involvement of Al-Shabaab.",0,1,0,Hostage Taking (Kidnapping),NGO,International NGO,International Committee of the Red Cross (ICRC),German Nurse: Sonja Nientiet,ICRC German Nurse: Sonja Nientiet,International,Al-Shabaab,,,,Firearms,Unknown Gun Type,Unknown Gun Type,,,,0,0,0,,,,
2.01E+11,2014,8,21,0,Jubbada Hoose,Kismayo,-0.357847,42.546652,,"08/21/2014: An explosive device detonated near an International Committee of the Red Cross (ICRC) vehicle in Kismayo city, Lower Juba region, Somalia. There were no reported casualties in the blast. No group claimed responsibility for the incident.",0,1,0,Bombing/Explosion,NGO,International NGO,International Committee of the Red Cross (ICRC),Vehicle,ICRC Vehicle,International,Unknown,,,,Explosives,Unknown Explosive Type,Unknown Explosive Type,,0,0,0,0,-9,,,,It is unknown if the vehicle was damaged in this attack.
2.01E+11,2007,2,2,0,Banaadir,Mogadishu,2.059819,45.326115,,"02/02/2007: An internally displaced refugee camp in Mogadishu, Somalia was attacked with mortars and four civilians were killed and ten were injured . The perpetrators of this incident were unknown. No claim of responsibility was reported.",0,1,0,Bombing/Explosion,Private Citizens & Property,Refugee (including Camps/IDP/Asylum Seekers),Displaced people camp near former milk industry,displaced people,IDP Camp,Somalia,Unknown,,Unknown,,Explosives,"Projectile (rockets, mortars, RPGs, etc.)","Projectile (rockets, mortars, RPGs, etc.)",,4,10,0,0,-9,,,,
2.01E+11,2007,2,10,0,Banaadir,Mogadishu,2.059819,45.326115,,"2/10/2007: A child was killed and two other civilians were injured when mortar shells hit a displaced person camp in Mogadishu, Somalia. The perpetrators of this incident were unknown. No claim of responsibility was reported.",0,1,0,Bombing/Explosion,Private Citizens & Property,Refugee (including Camps/IDP/Asylum Seekers),Displaced person camp,displaced people,IDP Camp,Somalia,Unknown,,Unknown,,Explosives,"Projectile (rockets, mortars, RPGs, etc.)","Projectile (rockets, mortars, RPGs, etc.)",,1,2,0,0,0,,,,
2.01E+11,2008,6,29,0,Gedo,Beled Hawo,3.926858,41.877171,,"06/29/2008: On Sunday night, in Buulo Xaawiyow, Gedo, Somalia, armed assailants stormed an internally displaced persons (IDP) camp, firing upon the occupants, wounding four IDPs. No group claimed responsibility.",0,1,0,Armed Assault,Private Citizens & Property,Refugee (including Camps/IDP/Asylum Seekers),,An internally displaced persons camp,IDP Camp,Somalia,Unknown,,The specific motive for the attack is unknown.,,Firearms,Unknown Gun Type,Unknown Gun Type,Unknown firearms were used in the attack.,0,4,0,0,-9,4,Unknown,,It Is unknown if the attack caused any property damage.
2.01E+11,2008,9,7,0,Banaadir,Mogadishu,2.045011,45.269905,"The incident occurred in the Carbiska area of Mogadishu, Banaadir, Somalia.","09/07/2008:  On Sunday, in the night, in Carbiska area of Mogadishu, Banaadir, Somalia, an assailant threw a grenade into an internally displaced person's camp, killing one and wounding one other.  No group claimed responsibility.",0,1,0,Bombing/Explosion,Private Citizens & Property,Refugee (including Camps/IDP/Asylum Seekers),,An internally displaced person's camp,IDP Camp,Somalia,Unknown,,The specific motive for the attack is unknown.,,Explosives,Grenade,Grenade,A grenade was used in the attack.,1,1,0,0,-9,,,,Unknown damage is reported.
2.01E+11,2013,10,6,0,Mudug,Galkayo,6.774396,47.429032,,"10/06/2013: Assailants threw grenades at an internally displaced persons camp in Galkayo city, Mudug region, Somalia. At least two people were killed and four were wounded in the attack. No group claimed responsibility for the incident.",0,1,0,Bombing/Explosion,Private Citizens & Property,Refugee (including Camps/IDP/Asylum Seekers),Unknown,Internally Displaced Persons Camp,IDP Camp,Somalia,Unknown,,,,Explosives,Grenade,Grenade,A hand grenade was thrown in the attack.,2,4,0,0,-9,,,,It is unknown if any property was damaged in this attack.
2.02E+11,2016,1,7,0,Banaadir,Mogadishu,2.059818,45.326114,The incident occurred near the presidential palace.,"01/07/2016: Assailants fired mortars at a refugee camp near the presidential palace in Mogadishu city, Banaadir region, Somalia. Two people were killed and three people were injured in the attack. This was one of two related attacks in Mogadishu on this day. Al-Shabaab claimed responsibility for the incidents.",1,1,0,Bombing/Explosion,Private Citizens & Property,Refugee (including Camps/IDP/Asylum Seekers),Unknown,Internally Displaced Persons (IDP) Camp,IDP Camp,Somalia,Al-Shabaab,,,Unknown,Explosives,"Projectile (rockets, mortars, RPGs, etc.)","Projectile (rockets, mortars, RPGs, etc.)",Mortars,2,3,0,0,-9,,,,It is unknown if any property was damaged in this attack.
2.02E+11,2019,3,23,0,Banaadir,Mogadishu,2.059818,45.326114,The incident occurred in the Darkheynley neighborhood.,"03/23/2019: An explosive device detonated near an Internally Displaced Persons (IDP) camp in Darkheynley, Mogadishu, Somalia. At least three people were killed and three other people were injured in the blast. No group claimed responsibility for the attack.",0,1,0,Bombing/Explosion,Private Citizens & Property,Refugee (including Camps/IDP/Asylum Seekers),Unknown,Internally Displaced Persons (IDP) Camp,IDP Camp,Somalia,Unknown,,,,Explosives,Landmine,Landmine,A roadside landmine was used in the attack.,3,3,0,0,0,,,,
2.02E+11,2018,7,5,0,Mudug,Caad,4.624969,47.684417,,"07/05/2018: Assailants opened fire on two vehicles carrying Internally Displaced Persons (IDPs) in Caad, Mudug, Somalia. One woman was killed and several others were injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab and noted that the victims were fleeing the village after a previous attack had taken place there.",0,1,0,Armed Assault,Private Citizens & Property,Refugee (including Camps/IDP/Asylum Seekers),Not Applicable,Vehicles of Internally Displaced Persons (IDPs),IDPs Vehicle,Somalia,Al-Shabaab,,,,Firearms,Unknown Gun Type,Unknown Gun Type,,1,,0,0,1,3,Minor (likely < $1 million),-99,A vehicle was stolen in this attack.
2.00E+11,1998,4,15,0,Banaadir,Mogadishu,2.059819,45.326115,The incident occurred in Northern Mogadishu.,"04/15/1998: Gunmen belonging to a subclan loyal to Ali Mahdi Mohammed, who controlled the northern section of Mogadishu, kidnapped ten International Federation of the Red Cross and Red Crescent Societies workers after their airplane landed in north Mogadishu, Somalia. One hostage, Ibrahim Ahmad, was a naturalized American of Somali origin. The other hostages hailed from Western Europe and sub-Saharan Africa. United Nations officials suspected that the abductions were part of an intra-clan power struggle. Somali leaders and the Red Cross negotiated for release of the hostages, and the group was freed unharmed after nine days of captivity on April 24, 1999. No ransom was paid in this incident.",0,1,0,Hostage Taking (Kidnapping),NGO,International NGO,International Federation of the Red Cross and Red Crescent Societies,"Humanitarian workers in Mogadishu, Somalia",IFRC & RCS Humanitarian workers,Multinational,Supporters of Ali Mahdi Mohammed,,Unknown,,Firearms,Unknown Gun Type,Unknown Gun Type,,0,0,0,0,0,,,,
2.01E+11,2014,6,28,0,Hiiraan,Beledweyne,4.73538,45.202402,,"06/28/2014: Assailants opened fire on Sheikh Abdulkader Ibrahim Magan in Beledweyne town, Hiiraan region, Somalia. Magan, the imam of Al-Nur Mosque and a university professor, was killed in the assault. No group claimed responsibility; however, sources attributed the attack to Al-Shabaab.",0,1,0,Armed Assault,Religious Figures/Institutions,Religious Figure,Al-Nur Mosque,Imam: Sheikh Abdulkader Ibrahim Magan,Imam Al-Nur Mosque: Sheikh Abdulkader Ibrahim Magan,Somalia,Al-Shabaab,,,,Firearms,Handgun,Handgun,,1,0,0,0,0,,,,
2.01E+11,2013,12,15,0,Banaadir,Mogadishu,2.059818,45.326114,Incident occurred in Xamar Bile neighborhood of Wardhigley,"12/15/2013: Assailants attacked Bashir Bile in a mosque in the Hamar Bile neighborhood of Mogadishu city, Banaadir region, Somalia. Bile, a local imam, was killed as a result. No group claimed responsibility for the incident, but sources attributed the attack to Al-Shabaab.",0,1,0,Armed Assault,Religious Figures/Institutions,Religious Figure,Unknown,Imam: Bashir Bile,Imam: Bashir Bile,Somalia,Al-Shabaab,,,,Firearms,Unknown Gun Type,Unknown Gun Type,,1,0,0,0,-9,,,,It is unknown if any property was damaged in this attack.
2.01E+11,2011,8,24,1,Baay,Baydhaba,3.115641,43.64658,,"08/24/2011: On Wednesday, in Baidoa, Bay, Somalia, militants kidnapped three imams for breaking a ban on the use of loud speakers during the Tahajud prayers. Militants also kidnapped five Somali teens for having cell phones with videos on them. No casualties were reported, but the status of the hostages is unknown. No group has claimed responsibility, but the militant group al-Shabaab was thought to be responsible.",0,1,0,Hostage Taking (Kidnapping),Religious Figures/Institutions,Religious Figure,,Three imams,Imams,Somalia,Al-Shabaab,,The specific motives for the attack were the victim’s use of loud speakers and having cell phones with videos on them.,,Unknown,,0,It is unknown if weapons were used in the attack.,0,0,0,0,0,,,,
2.02E+11,2020,10,20,0,Banaadir,Mogadishu,2.059818,45.326114,The incident occurred at the KM4 intersection in Hodan neighborhood.,"10/20/2020: An explosive device detonated targeting the vehicle of Mohamed Aden at Kofi KM4 intersection in Hodan neighborhood, Mogadishu, Somalia. Koofi, the head of the Somali Immigration and Naturalization Department, was not harmed; however, two civilians were killed and three guards were injured in the blast. Al-Shabaab claimed responsibility for the incident.",0,0,0,Assassination,Government (General),Government Personnel,Immigration and Naturalization Service,Director: Mohamed Aden Kofi,Immigration and Naturalization Service Director: Mohamed Aden Kofi,Somalia,Al-Shabaab,,,Unknown,Explosives,Unknown Explosive Type,Unknown Explosive Type,A roadside bomb was used in the attack.,2,3,0,0,0,,,,
1.98E+11,1981,1,27,0,Banaadir,Mogadishu,2.059819,45.326115,,,0,1,0,Bombing/Explosion,Diplomatic,Embassy/Consulate,,In a area where many foreign embassies are situated,In a area where many foreign embassies are situated,Somalia,Somali Salvation Front (SSF),Somali Patriotic Movement,,,Explosives,Unknown Explosive Type,Unknown Explosive Type,Explosive,,,,,1,,,,
1.98E+11,1981,1,27,0,Banaadir,Mogadishu,2.059819,45.326115,,,0,1,0,Bombing/Explosion,Diplomatic,Embassy/Consulate,,In an area where there are many foreign embassies,In an area where there are many foreign embassies,Somalia,Somali Salvation Front (SSF),Aidid Militia,,,Explosives,Unknown Explosive Type,Unknown Explosive Type,Explosive,,,,,1,4,Unknown,,
2.01E+11,2013,3,1,0,Banaadir,Mogadishu,2.059818,45.326114,At the Indian Ocean Restaurant near Libo Beach,"03/01/2013: A suicide bomber in an explosives-laden vehicle detonated outside of a popular restaurant in Mogadishu city, Banaadir region, Somalia. This was one of two coordinated explosions in Mogadishu on the same day. In addition to the bomber, there were no reported casualties in the blast. No group has claimed responsibility; however, authorities attributed the attacks to Al-Shabaab.",1,1,1,Bombing/Explosion,Business,Restaurant/Bar/Café,Indian Ocean Star Restaurant,Restaurant,Indian Ocean Star Restaurant,Somalia,Al-Shabaab,,,,Explosives,Suicide Vehicle,Suicide Vehicle,,1,0,1,0,-9,,,,It is unknown if a restaurant was damaged in this attack.
2.01E+11,2007,5,25,1,Banaadir,Mogadishu,2.059819,45.326115,The incident occurred off the coast of Mogadishu.,"05/25/2007: An Indian dhow ship, Al Aqeeq, was hijacked of the coast of Mogadishu, Somalia by pirates. The nationalities of those on board are unconfirmed, and no one has claimed responsibility for the attack.",0,1,0,Hijacking,Maritime,Civilian Maritime,Unknown,"Al Aqeeq, an Indian dhow ship",Indian ship,India,Unknown,,Unknown,,Firearms,Unknown Gun Type,Unknown Gun Type,,,,0,0,1,4,Unknown,,A dhow was hijacked.
1.99E+11,1994,8,22,0,Unknown,Buriego,,,,,0,1,0,Armed Assault,Diplomatic,"International Organization (peacekeeper, aid agency, compound)",UN Peacekeepers,Indian peace-keepers escorting convoy,Indian UN Peacekeepers Convoy,International,Habr Gedir Clan,,,,Firearms,Automatic or Semi-Automatic Rifle,Automatic or Semi-Automatic Rifle,Automatic firearm,7,9,,,1,,,,
2.02E+11,2015,12,5,0,Sool,Lasanod,8.477092,47.363212,,"12/05/2015: Assailants opened fire opened fire on Hassan Mahad Absiye Seed in Lasanod area, Sool region, Somalia. Seed, a suspected police informant, was killed in the assault. No group claimed responsibility for the incident; however, sources suspected the involvement of Al-Shabaab.",0,1,0,Armed Assault,Private Citizens & Property,Alleged Informant,Not Applicable,Informant: Hassan Mahad Absiye Seed,Informant: Hassan Mahad Absiye Seed,Somalia,Al-Shabaab,,"The specific motive is unknown; however, sources posited that Hassan Mahad Absiye Seed was targeted because Al-Shabaab believed he was a police informant.",,Firearms,Unknown Gun Type,Unknown Gun Type,,1,0,0,0,0,,,,
2.02E+11,2017,10,20,0,Bari,Injil,10.120385,49.691137,,"10/20/2017: Assailants raided Injil, Bari, Somalia. Two civilians were killed in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Jabha East Africa.",0,1,0,Unknown,Private Citizens & Property,Village/City/Town/Suburb,Injil Village,Village,Injil Village,Somalia,Jabha East Africa,,,,Unknown,,0,,2,0,0,0,0,,,,
2.01E+11,2008,5,11,0,Banaadir,Mogadishu,2.059819,45.326115,In outskirts of Mogadishu.,"05/11/2008: On Sunday, on the outskirts of Mogadishu, Banaadir, Somalia, Islamic insurgents attacked a convoy transporting the Somali Internal Affairs minister, Muse Nur Amin.  At least four government soldiers were killed and two others wounded when the vehicles they were traveling in were riddled by insurgent weapons.  Sheikf Muktar Robbow, spokesman for Shabaab who claimed the attack, gloated that no insurgents were hurt in the attack. It Is unknown if the attack caused any property damage.",0,1,0,Armed Assault,Government (General),Government Personnel,Government,Internal Affairs Minister's convoy,Internal Affairs Minister's convoy,Somalia,Al-Shabaab,,The specific motive for the attack is unknown.,Unknown,Firearms,Unknown Gun Type,Unknown Gun Type,Unknown firearms were used in the attack.,4,2,0,0,-9,4,Unknown,,It Is unknown if the attack caused any property damage.
1.99E+11,1994,12,17,0,Banaadir,Mogadishu,2.059819,45.326115,,,0,1,0,Hostage Taking (Kidnapping),NGO,International NGO,,International Action Against Hunger Agency,International Action Against Hunger Agency,France,Unknown,,,,Unknown,,0,,0,0,0,0,0,,,,
